id,name,type,country,region,period,birth_year,in_degree,out_degree
severo_sarduy,Severo Sarduy,cited,Cuba,Latin America,World Wars Era,1937.0,3,0
joseph_conrad,Joseph Conrad,cited,Imperio Ruso,Other/Unknown,Long 19th Century,1857.0,9,0
robert_montgomery,Robert Montgomery,cited,United States,North America,Long 19th Century,1904.0,1,0
jose_donoso,José Donoso,cited,Chile,Latin America,World Wars Era,1924.0,1,0
marcel_duchamp,Marcel Duchamp,cited,France,Western Europe,Long 19th Century,1887.0,1,0
laurence_sterne,Laurence Sterne,cited,Ireland,Western Europe,Early Modern,1713.0,1,0
jose_valverde,José Valverde,cited,Spain,Western Europe,World Wars Era,1926.0,1,0
vladimir_nabokov,Vladimir Nabokov,cited,"San Petesburgo, Imperio Ruso",Other/Unknown,Long 19th Century,1899.0,2,0
emir_rodriguez_monegal,Emir Rodríguez Monegal,cited,Uruguay,Latin America,World Wars Era,1921.0,1,0
alfred_korzybski,Alfred Korzybski,cited,Poland,Eastern Europe,Long 19th Century,1879.0,1,0
jose_marti,José Martí,cited,Cuba,Latin America,Long 19th Century,1853.0,1,0
gunter_grass,Günter Grass,cited,Poland,Eastern Europe,World Wars Era,1927.0,1,0
miguel_saenz,Miguel Sáenz,cited,Protectorado español de Marruecos,Other/Unknown,World Wars Era,1932.0,1,0
esteban_echeverria,Esteban Echeverría,cited,Virreinato del Río de la Plata,Other/Unknown,Revolutionary Era,1805.0,4,0
enrique_pezzoni,Enrique Pezzoni,author,Argentina,Latin America,World Wars Era,1926.0,0,13
silvina_ocampo,Silvina Ocampo,cited,Argentina,Latin America,Long 19th Century,1903.0,2,0
henry_james,Henry James,cited,United States,North America,Revolutionary Era,1843.0,2,0
sylvia_molloy,Sylvia Molloy,cited,Argentina,Latin America,World Wars Era,1938.0,3,15
jose_joaquin_olmedo,José Olmedo,cited,Virreinato de Nueva Granada,Other/Unknown,Early Modern,1780.0,1,0
jose_maria_heredia,José Heredia,cited,Cuba,Latin America,Revolutionary Era,1803.0,1,0
estrada_cabrera,Manuel Estrada Cabrera,cited,Guatemala,Other/Unknown,Long 19th Century,1857.0,1,0
henriquez_urenia,Pedro Henríquez Ureña,cited,República Dominicana,Other/Unknown,Long 19th Century,1884.0,1,0
pedro_salinas,Pedro Salinas,cited,Spain,Western Europe,Long 19th Century,1891.0,1,0
octavio_paz,Octavio Paz,cited,Mexico,Latin America,World Wars Era,1914.0,4,0
lezama_lima,José Lezama Lima,cited,Cuba,Latin America,Long 19th Century,1910.0,4,0
juan_valera,Juan Valera,cited,Spain,Western Europe,Revolutionary Era,1824.0,1,0
cornelio_agrippa,Heinrich Agrippa,cited,Germany,Western Europe,Renaissance,1486.0,1,0
antoine_berman,Antoine Berman,author,France,Western Europe,World Wars Era,1942.0,0,29
george_steiner,George Steiner,cited,France,Western Europe,World Wars Era,1929.0,2,0
leonard_forster,Leonard Forster,cited,United Kingdom,Western Europe,Long 19th Century,1913.0,1,0
pieter_hooft,Pieter Hooft,cited,Netherlands,Western Europe,Renaissance,1581.0,1,0
cervantes,Miguel Cervantes,cited,Spain,Western Europe,Renaissance,1547.0,3,0
john_milton,John Milton,cited,United Kingdom,Western Europe,Early Modern,1608.0,2,0
franz_rosenzweig,Franz Rosenzweig,cited,Imperio alemán,Other/Unknown,Long 19th Century,1886.0,1,0
johann_herder,Johann Herder,cited,Germany,Western Europe,Early Modern,1744.0,2,0
edward_said,Edward Said,cited,United States,North America,World Wars Era,1935.0,1,0
henri_meschonnic,Henri Meschonnic,cited,France,Western Europe,World Wars Era,1932.0,1,0
paul_celan,Paul Celan,cited,Reino de Rumania,Other/Unknown,World Wars Era,1920.0,1,0
gaston_bachelard,Gaston Bachelard,cited,France,Western Europe,Long 19th Century,1884.0,1,0
novalis,Novalis,cited,Germany,Western Europe,Early Modern,1772.0,1,0
goethe,Johann Goethe,cited,Germany,Western Europe,Early Modern,1749.0,5,0
holderlin,Johann Hölderlin,cited,Germany,Western Europe,Early Modern,1770.0,3,0
valery_larbaud,Valery Larbaud,cited,France,Western Europe,Long 19th Century,1881.0,1,0
walter_benjamin,Walter Benjamin,cited,Germany,Western Europe,Long 19th Century,1892.0,2,0
august_schlegel,August Schlegel,cited,Germany,Western Europe,Early Modern,1767.0,1,0
armand_robin,Armand Robin,cited,France,Western Europe,Long 19th Century,1912.0,1,0
wilhelm_von_humboldt,Wilhelm Humboldt,cited,Germany,Western Europe,Early Modern,1767.0,1,0
gerard_nerval,Gérard Nerval,cited,France,Western Europe,Revolutionary Era,1808.0,1,0
stefan_george,Stefan George,cited,Germany,Western Europe,Long 19th Century,1868.0,1,0
rilke,Rainer Rilke,cited,Imperio Austrohúngaro,Other/Unknown,Long 19th Century,1875.0,3,0
leonora_carrington,Leonora Carrington,author,United Kingdom,Western Europe,World Wars Era,1917.0,0,13
max_ernst,Max Ernst,cited,Germany,Western Europe,Long 19th Century,1891.0,1,0
renato_leduc,Renato Leduc,cited,Mexico,Latin America,Long 19th Century,1897.0,1,0
benjamin_peret,Benjamin Péret,cited,France,Western Europe,Long 19th Century,1899.0,1,0
pierre_mabille,Pierre Mabille,cited,France,Western Europe,Long 19th Century,1904.0,1,0
cesar_moro,César Moro,cited,Peru,Latin America,Long 19th Century,1903.0,1,0
catherine_yarrow,Catherine Yarrow,cited,United Kingdom,Western Europe,Long 19th Century,1904.0,1,0
francisco_franco,Francisco Franco,cited,Spain,Western Europe,Long 19th Century,1892.0,2,0
federico_garcia_lorca,Federico García Lorca,cited,Spain,Western Europe,Long 19th Century,1898.0,1,0
hector_grisafi,Héctor Grisafi,author,Argentina,Latin America,Unknown,,1,24
paul_groussac,Paul Groussac,cited,Toulouse,Other/Unknown,Long 19th Century,1848.0,6,0
alfredo_palacios,Alfredo Palacios,cited,Buenos Aires,Other/Unknown,Long 19th Century,1878.0,6,0
juan_domingo_peron,Juan Domingo Perón,cited,Argentina,Latin America,Long 19th Century,1895.0,6,0
costa_mendez,Nicanor Costa Méndez,cited,Buenos Aires,Other/Unknown,World Wars Era,1922.0,6,0
benjamin_menendez,Mario Benjamín Menéndez,cited,Argentina,Latin America,World Wars Era,1930.0,6,0
juan_pablo_ii,Juan Pablo II Wojtyła,cited,Poland,Eastern Europe,World Wars Era,1920.0,6,0
bernardo_neustadt,Bernardo Neustadt,cited,"Iași, Rumania",Other/Unknown,World Wars Era,1925.0,6,0
leonidas,Leónidas I,cited,Esparta,Other/Unknown,Antiquity (Archaic),-540.0,6,0
osvaldo_rossler,Osvaldo Rossler,cited,,Other/Unknown,Unknown,,7,0
martinez_estrada,Ezequiel Martínez Estrada,cited,Argentina,Latin America,Long 19th Century,1895.0,6,0
san_martin,José de San Martín,cited,Argentina,Latin America,Early Modern,1778.0,6,0
napoleon,Napoléon Bonaparte,cited,France,Western Europe,Early Modern,1769.0,7,0
enrique_santos_discepolo,Enrique Santos Discépolo,cited,Argentina,Latin America,Long 19th Century,1901.0,6,0
nicomaco,Nicómaco,cited,Greece,Southern Europe / Classical,Classical Antiquity,-384.0,6,0
rafael_alberto_arrieta,Rafael Alberto Arrieta,cited,Argentina,Latin America,Long 19th Century,1889.0,6,0
pedro_abelardo,Pedro Abelardo,cited,France,Western Europe,Medieval,1079.0,6,0
eloisa,Eloísa,cited,France,Western Europe,Medieval,1101.0,6,0
ricardo_piglia,Ricardo Piglia,cited,Argentina,Latin America,World Wars Era,1940.0,5,0
roberto_arlt,Roberto Arlt,cited,Argentina,Latin America,Long 19th Century,1900.0,6,0
jose_salas_subirat,José Salas Subirat,author,Argentina,Latin America,Long 19th Century,1890.0,0,25
santiago_rueda,Santiago Rueda,cited,Argentina,Latin America,Long 19th Century,1905.0,1,0
max_dickman,Max Dickmann,cited,Argentina,Latin America,Long 19th Century,1902.0,1,0
carl_jung,Carl Gustav Jung,cited,Switzerland,Western Europe,Long 19th Century,1875.0,3,0
william_blake,William Blake,cited,United Kingdom,Western Europe,Early Modern,1757.0,1,0
rimbaud,Arthur Rimbaud,cited,France,Western Europe,Long 19th Century,1854.0,3,0
oscar_wilde,Oscar Wilde,cited,Ireland,Western Europe,Long 19th Century,1854.0,3,0
lautreamont,Comte Lautréamont,cited,Uruguay,Latin America,Revolutionary Era,1846.0,2,0
heraclito,Heráclito,cited,Greece,Southern Europe / Classical,Antiquity (Archaic),-535.0,1,0
leonid_andreiev,Leonid Andréiev,cited,Russia,Eastern Europe,Long 19th Century,1871.0,1,0
victoria_ocampo,Victoria Ocampo,cited,Argentina,Latin America,Long 19th Century,1890.0,1,0
tata_ocampo,Tata Ocampo,cited,,Other/Unknown,Unknown,,1,0
manuel_ocampo,Manuel S. Ocampo,cited,,Other/Unknown,Unknown,,1,0
jose_hernandez,José Hernández,cited,Argentina,Latin America,Revolutionary Era,1834.0,4,0
florentina_ituarte,Florentina Ituarte,cited,,Other/Unknown,Unknown,,1,0
sarmiento,Domingo Faustino Sarmiento,cited,Argentina,Latin America,Revolutionary Era,1811.0,5,0
alberto_laiseca,Alberto Laiseca,cited,Argentina,Latin America,World Wars Era,1941.0,2,0
manuel_puig,Manuel Puig,cited,Argentina,Latin America,World Wars Era,1932.0,4,0
osvaldo_lamborghini,Osvaldo Lamborghini,cited,Argentina,Latin America,World Wars Era,1940.0,3,1
mika_waltari,Mika Waltari,cited,"Helsinki, Finlandia",Other/Unknown,Long 19th Century,1908.0,1,0
henry_rider_haggard,Henry Rider Haggard,cited,United Kingdom,Western Europe,Long 19th Century,1856.0,1,0
alicia_gutierrez_reto,Alicia Gutiérrez Reto,author,,Other/Unknown,Unknown,,0,2
noemi_ulla,Noemí Ulla,cited,Argentina,Latin America,World Wars Era,1941.0,1,0
franz_schubert,Franz Schubert,cited,Austria,Western Europe,Revolutionary Era,1797.0,2,0
delia_pasini,Delia Pasini,author,,Other/Unknown,Unknown,,1,1
arturo_carrera,Arturo Carrera,cited,Argentina,Latin America,Contemporary,1948.0,2,0
beatriz_castillo,Beatriz Castillo,author,Argentina,Latin America,World Wars Era,1928.0,0,13
eduardo_mallea,Eduardo Mallea,cited,Argentina,Latin America,Long 19th Century,1903.0,1,0
jorge_cruz,Jorge Cruz,cited,,Other/Unknown,Unknown,,1,0
liliana_heer,Liliana Heer,author,Argentina,Latin America,World Wars Era,1943.0,0,7
alejandra_pizarnik,Alejandra Pizarnik,cited,Argentina,Latin America,World Wars Era,1936.0,1,0
andre_pieyre,André Pieyre de Mandiargues,cited,France,Western Europe,Long 19th Century,1909.0,1,0
giordano_bruno,Giordano Bruno,cited,Italy,Western Europe,Renaissance,1548.0,1,0
fred_hoyle,Fred Hoyle,cited,United Kingdom,Western Europe,World Wars Era,1915.0,1,0
yeats,William Butler Yeats,cited,Ireland,Western Europe,Long 19th Century,1865.0,1,0
safo,Safo,cited,Greece,Southern Europe / Classical,Antiquity (Archaic),-630.0,1,0
sylvia_plath,Sylvia Plath,cited,United States,North America,World Wars Era,1932.0,1,0
olga_orozco,Olga Orozco,cited,Argentina,Latin America,World Wars Era,1920.0,1,0
haroldo_campos,Haroldo de Campos,author,Brazil,Latin America,World Wars Era,1929.0,0,1
alfonso_xiii,Alfonso XIII de Borbón,cited,Spain,Western Europe,Long 19th Century,1886.0,1,0
rodolfo_wilcock,Juan Rodolfo Wilcock,cited,Argentina,Latin America,World Wars Era,1919.0,3,0
ben_jonson,Ben Jonson,cited,United Kingdom,Western Europe,Renaissance,1572.0,1,0
auden,Wystan Hugh Auden,cited,United Kingdom,Western Europe,Long 19th Century,1907.0,1,0
evelyn_waugh,Evelyn Waugh,cited,United Kingdom,Western Europe,Long 19th Century,1903.0,1,0
jack_kerouac,Jack Kerouac,cited,United States,North America,World Wars Era,1922.0,1,0
brahms,Johannes Brahms,cited,Germany,Western Europe,Revolutionary Era,1833.0,1,0
alberto_arbasino,Alberto Arbasino,cited,Italy,Western Europe,World Wars Era,1930.0,1,0
alberto_moravia,Alberto Moravia,cited,Italy,Western Europe,Long 19th Century,1907.0,1,0
ruggero_guarini,Ruggero Guarini,cited,Italy,Western Europe,World Wars Era,1931.0,1,0
pasolini,Pier Paolo Pasolini,cited,Italy,Western Europe,World Wars Era,1922.0,1,0
dylan_thomas,Dylan Thomas,cited,"Swansea, Gales",Other/Unknown,World Wars Era,1914.0,1,0
vernon_watkins,Vernon Watkins,cited,"Maesteg, Gales",Other/Unknown,Long 19th Century,1906.0,1,0
felix_della_paolera,Félix Della Paolera,cited,Argentina,Latin America,World Wars Era,1923.0,1,0
ivy_compton_burnett,Ivy Compton-Burnett,cited,United Kingdom,Western Europe,Long 19th Century,1884.0,1,0
claude_simon,Claude Simon,cited,"Antananarivo, Madagascar",Other/Unknown,Long 19th Century,1913.0,1,0
erwin_schroedinger,Erwin Schrödinger,cited,Austria,Western Europe,Long 19th Century,1887.0,1,0
henri_landru,Henri Landru,cited,France,Western Europe,Long 19th Century,1869.0,1,0
sor_juana,Sor Juana Inés de la Cruz,cited,Mexico,Latin America,Early Modern,1648.0,1,0
edgardo_cozarinsky,Edgardo Cozarinsky,cited,Argentina,Latin America,World Wars Era,1939.0,1,0
robert_walser,Robert Walser,cited,Switzerland,Western Europe,Long 19th Century,1878.0,1,0
charles_saint_beuve,Charles-Augustin Sainte-Beuve,cited,France,Western Europe,Revolutionary Era,1804.0,1,0
henri_wallon,Henri Wallon,cited,France,Western Europe,Long 19th Century,1879.0,1,0
lev_tolstoi,Lev Tolstói,cited,Russia,Eastern Europe,Revolutionary Era,1828.0,2,0
roberto_calasso,Roberto Calasso,cited,Italy,Western Europe,World Wars Era,1941.0,1,0
arturo_frondizi,Arturo Frondizi,cited,Argentina,Latin America,Long 19th Century,1908.0,4,0
hector_campora,Héctor Cámpora,cited,Argentina,Latin America,Long 19th Century,1909.0,4,0
raul_alfonsin,Raúl Alfonsín,cited,Argentina,Latin America,World Wars Era,1927.0,4,0
albino_gomez,Albino Gómez,cited,Argentina,Latin America,World Wars Era,1928.0,1,0
mario_benedetti,Mario Benedetti,cited,Uruguay,Latin America,World Wars Era,1920.0,1,0
leon_rozitchner,León Rozitchner,cited,Argentina,Latin America,World Wars Era,1924.0,1,0
luis_gregorich,Luis Gregorich,cited,Argentina,Latin America,World Wars Era,1928.0,1,0
simone_beauvoir,Simone de Beauvoir,cited,France,Western Europe,Long 19th Century,1908.0,1,0
juan_jose_sebreli,Juan José Sebreli,cited,Argentina,Latin America,World Wars Era,1930.0,4,0
horacio_verbitsky,Horacio Verbitsky,cited,Argentina,Latin America,World Wars Era,1942.0,1,0
david_vinias,David Viñas,cited,Argentina,Latin America,World Wars Era,1927.0,5,0
hector_murena,Héctor Murena,cited,Argentina,Latin America,World Wars Era,1923.0,4,0
jose_isaacson,José Isaacson,cited,Argentina,Latin America,World Wars Era,1922.0,1,0
jorge_manrique,Jorge Manrique,cited,Spain,Western Europe,Renaissance,1440.0,1,0
cesar_fernandez_moreno,César Fernández Moreno,cited,Argentina,Latin America,World Wars Era,1919.0,1,0
che_guevara,Ernesto Guevara,cited,Argentina,Latin America,World Wars Era,1928.0,1,0
carlos_puebla,Carlos Puebla,cited,Cuba,Latin America,World Wars Era,1917.0,1,0
jorge_asis,Jorge Asís,cited,Argentina,Latin America,Contemporary,1946.0,2,0
nestor_perlongher,Néstor Perlongher,author,Argentina,Latin America,Contemporary,1949.0,2,9
horacio_quiroga,Horacio Quiroga,cited,Uruguay,Latin America,Long 19th Century,1878.0,3,0
alfonsina_storni,Alfonsina Storni,cited,Switzerland,Western Europe,Long 19th Century,1892.0,3,0
gongora,Luis de Góngora y Argote,cited,Spain,Western Europe,Renaissance,1561.0,3,0
leopoldo_galtieri,Leopoldo Fortunato Galtieri,cited,Argentina,Latin America,World Wars Era,1926.0,1,0
jorge_anaya,Jorge Isaac Anaya,cited,Argentina,Latin America,World Wars Era,1926.0,1,0
basilio_lami_dozo,Basilio Lami Dozo,cited,Argentina,Latin America,World Wars Era,1929.0,1,0
hesiodo,Hesíodo,cited,Greece,Southern Europe / Classical,Antiquity (Archaic),-700.0,1,0
esquilo,Esquilo,cited,Greece,Southern Europe / Classical,Antiquity (Archaic),-525.0,1,0
moliere,Jean-Baptiste Poquelin,cited,France,Western Europe,Early Modern,1622.0,1,0
friedrich_schiller,Friedrich Schiller,cited,Germany,Western Europe,Early Modern,1759.0,1,0
raul_gustavo_aguirre,Raúl Gustavo Aguirre,cited,Argentina,Latin America,World Wars Era,1927.0,1,0
roberto_raschella,Roberto Raschella,cited,Argentina,Latin America,World Wars Era,1930.0,1,0
miguel_unamuno,Miguel de Unamuno,cited,Spain,Western Europe,Long 19th Century,1864.0,2,0
john_dos_passos,John Dos Passos,cited,United States,North America,Long 19th Century,1896.0,1,0
pablo_neruda,Pablo Neruda,cited,Chile,Latin America,Long 19th Century,1904.0,1,0
epicuro,Epicuro,cited,Greece,Southern Europe / Classical,Classical Antiquity,-341.0,1,0
winston_churchill,Winston Churchill,cited,United Kingdom,Western Europe,Long 19th Century,1874.0,1,0
margaret_tatcher,Margaret Thatcher,cited,United Kingdom,Western Europe,World Wars Era,1925.0,1,0
alvaro_alsogaray,Álvaro Alsogaray,cited,Argentina,Latin America,Long 19th Century,1913.0,1,0
lisandro_de_la_torre,Lisandro de la Torre,cited,Argentina,Latin America,Long 19th Century,1868.0,1,0
raul_scalabrini_ortiz,Raúl Scalabrini Ortiz,cited,Argentina,Latin America,Long 19th Century,1898.0,4,0
juan_manuel_rosas,Juan Manuel de Rosas,cited,Argentina,Latin America,Revolutionary Era,1793.0,3,0
jose_martinez_de_hoz,José Alfredo Martínez de Hoz,cited,Argentina,Latin America,World Wars Era,1925.0,1,0
roberto_alemann,Roberto Alemann,cited,Argentina,Latin America,World Wars Era,1922.0,1,0
jose_marmol,José Mármol,cited,Argentina,Latin America,Revolutionary Era,1817.0,2,0
daniel_moyano,Daniel Moyano,cited,Argentina,Latin America,World Wars Era,1930.0,1,0
alejandro_dumas,Alexandre Dumas,cited,France,Western Europe,Revolutionary Era,1802.0,1,0
gustave_aimard,Gustave Aimard,cited,France,Western Europe,Revolutionary Era,1818.0,1,0
morris_west,Morris West,cited,"Melbourne, Australia",Other/Unknown,World Wars Era,1916.0,1,0
lamartine,Alphonse de Lamartine,cited,France,Western Europe,Revolutionary Era,1790.0,2,0
mercedes_rosas,Mercedes Rosas,cited,Argentina,Latin America,Revolutionary Era,1810.0,1,0
lord_byron,George Gordon Byron,cited,United Kingdom,Western Europe,Early Modern,1788.0,1,0
florencio_varela,Florencio Varela,cited,Argentina,Latin America,Revolutionary Era,1807.0,1,0
julian_aguero,Julián Agüero,cited,Argentina,Latin America,Early Modern,1776.0,1,0
agustina_rosas,Agustina Rosas,cited,Argentina,Latin America,Revolutionary Era,1816.0,1,0
pepa_lavalle,Pepa Lavalle,cited,,Other/Unknown,Unknown,,1,0
matilde_stewart,Matilde Pacheco Stewart,cited,Uruguay,Latin America,Long 19th Century,1854.0,1,0
clementina_battle,Clementina G. Battle,cited,,Other/Unknown,Unknown,,1,0
jacques_duprey,Jacques Duprey,cited,,Other/Unknown,Unknown,,1,0
sila,Lucio Cornelio Sila,cited,Roma,Other/Unknown,Hellenistic/Roman,-138.0,1,0
melchor_pacheco,Melchor Pacheco y Obes,cited,Uruguay,Latin America,Revolutionary Era,1809.0,1,0
jose_artigas,José Gervasio Artigas,cited,Uruguay,Latin America,Early Modern,1764.0,1,0
francois_guizot,François Guizot,cited,France,Western Europe,Early Modern,1787.0,1,0
manuel_oribe,Manuel Oribe,cited,Uruguay,Latin America,Revolutionary Era,1792.0,1,0
eugene_sue,Eugène Sue,cited,France,Western Europe,Revolutionary Era,1804.0,1,0
haroldo_conti,Haroldo Conti,cited,Argentina,Latin America,World Wars Era,1925.0,1,0
rodolfo_walsh,Rodolfo Walsh,cited,Argentina,Latin America,World Wars Era,1927.0,1,0
paco_urondo,Francisco Urondo,cited,Argentina,Latin America,World Wars Era,1930.0,1,0
augusto_pinochet,Augusto Pinochet,cited,Chile,Latin America,World Wars Era,1915.0,1,0
gabriel_de_mably,Gabriel Bonnot de Mably,cited,France,Western Europe,Early Modern,1709.0,1,0
heinrich_von_kleist,Heinrich von Kleist,cited,Germany,Western Europe,Early Modern,1777.0,1,0
elias_canetti,Elias Canetti,cited,"Ruse, Bulgaria",Other/Unknown,Long 19th Century,1905.0,1,0
armando_roche,Armando Almada Roche,cited,Argentina,Latin America,World Wars Era,1942.0,1,0
gabriela_massuh,Gabriela Massuh,cited,Argentina,Latin America,Contemporary,1951.0,1,0
chesterton,Gilbert Keith Chesterton,cited,United Kingdom,Western Europe,Long 19th Century,1874.0,2,0
de_quincey,Thomas De Quincey,cited,United Kingdom,Western Europe,Early Modern,1785.0,2,0
osvaldo_soriano,Osvaldo Soriano,cited,Argentina,Latin America,World Wars Era,1943.0,2,0
juan_jose_saer,Juan José Saer,cited,Argentina,Latin America,World Wars Era,1937.0,1,0
hector_libertella,Héctor Libertella,cited,Argentina,Latin America,Contemporary,1945.0,1,0
william_gass,William Gass,cited,United States,North America,World Wars Era,1924.0,1,0
rafael_lapesa,Rafael Lapesa,cited,Spain,Western Europe,Long 19th Century,1908.0,1,0
ferdinand_de_saussure,Ferdinand de Saussure,cited,Switzerland,Western Europe,Long 19th Century,1857.0,1,0
mario_teruggi,Mario A. Teruggi,cited,,Other/Unknown,Unknown,,1,0
rodolfo_kusch,Rodolfo Kusch,cited,Argentina,Latin America,World Wars Era,1922.0,1,0
canal_feijoo,Bernardo Canal Feijóo,cited,Argentina,Latin America,Long 19th Century,1897.0,5,0
charles_perrault,Charles Perrault,cited,France,Western Europe,Early Modern,1628.0,1,0
miguel_briante,Miguel Briante,cited,Argentina,Latin America,World Wars Era,1944.0,2,0
jose_luis_romero,José Luis Romero,cited,Argentina,Latin America,Long 19th Century,1909.0,4,0
etienne_de_condillac,Étienne Bonnot de Condillac,cited,France,Western Europe,Early Modern,1714.0,1,0
jose_pablo_feinmann,José Pablo Feinmann,cited,Argentina,Latin America,World Wars Era,1943.0,1,0
juan_bautista_alberdi,Juan Bautista Alberdi,cited,Argentina,Latin America,Revolutionary Era,1810.0,4,0
plutarco,Plutarco,cited,Greece,Southern Europe / Classical,Hellenistic/Roman,46.0,1,0
salvador_ruano,Salvador Ruano,cited,,Other/Unknown,Unknown,,1,0
hegel,Georg Wilhelm Friedrich Hegel,cited,Germany,Western Europe,Early Modern,1770.0,2,0
guillermo_hudson,William Henry Hudson,cited,Argentina,Latin America,Revolutionary Era,1841.0,2,0
charles_rollin,Charles Rollin,cited,France,Western Europe,Early Modern,1661.0,1,0
william_whiston,William Whiston,cited,United Kingdom,Western Europe,Early Modern,1667.0,1,0
robert_cunninghame_graham,Robert Bontine Cunninghame Graham,cited,United Kingdom,Western Europe,Long 19th Century,1852.0,1,0
ricardo_rojas,Ricardo Rojas,cited,Argentina,Latin America,Long 19th Century,1882.0,1,0
defilippis_novoa,Francisco Defilippis Novoa,cited,Argentina,Latin America,Long 19th Century,1889.0,1,0
levi_strauss,Claude Lévi-Strauss,cited,Belgium,Western Europe,Long 19th Century,1908.0,4,0
paul_ricoeur,Paul Ricoeur,cited,France,Western Europe,Long 19th Century,1913.0,1,0
giambattista_vico,Giambattista Vico,cited,Italy,Western Europe,Early Modern,1668.0,1,0
carlos_altamirano,Carlos Altamirano,cited,Argentina,Latin America,World Wars Era,1939.0,1,0
beatriz_sarlo,Beatriz Sarlo,cited,Argentina,Latin America,World Wars Era,1942.0,2,0
fermin_chavez,Fermín Chávez,cited,Argentina,Latin America,World Wars Era,1924.0,1,0
halperin_donghi,Tulio Halperín Donghi,cited,Argentina,Latin America,World Wars Era,1926.0,1,0
michel_jarrety,Michel Jarrety,cited,France,Western Europe,Contemporary,1953.0,1,0
hans_robert_jauss,Hans Robert Jauss,cited,Germany,Western Europe,World Wars Era,1921.0,1,0
arturo_roig,Arturo Andrés Roig,cited,Argentina,Latin America,World Wars Era,1922.0,1,0
jean_starobinski,Jean Starobinski,cited,Switzerland,Western Europe,World Wars Era,1920.0,1,0
norma_gentili,norma_gentili,author,Unknown,Other/Unknown,Unknown,,0,3
marta_lynch,Marta Lynch,cited,Argentina,Latin America,World Wars Era,1925.0,1,0
wanda_sacher_masoch,Wanda von Sacher-Masoch,cited,Austria,Western Europe,Revolutionary Era,1845.0,1,0
osman_lins,Osman Lins,cited,Brazil,Latin America,World Wars Era,1924.0,1,0
mozart,Wolfgang Amadeus Mozart,cited,Austria,Western Europe,Early Modern,1756.0,1,0
domenico_scarlatti,Domenico Scarlatti,cited,Italy,Western Europe,Early Modern,1685.0,1,0
jorge_monteleone,Jorge Monteleone,author,Argentina,Latin America,Contemporary,1957.0,0,51
german_garcia,Germán García,cited,Argentina,Latin America,World Wars Era,1944.0,1,0
tinianov,Yuri Tiniánov,cited,"Rezekne, Letonia",Other/Unknown,Long 19th Century,1894.0,1,0
jd_salinger,Jerome David Salinger,cited,United States,North America,World Wars Era,1919.0,2,0
nathaniel_hawthorne,Nathaniel Hawthorne,cited,United States,North America,Revolutionary Era,1804.0,1,0
stanislaus_joyce,Stanislaus Joyce,cited,Ireland,Western Europe,Long 19th Century,1884.0,1,0
richard_ellman,Richard Ellmann,cited,"Highland Park, EE.UU.",Other/Unknown,World Wars Era,1918.0,1,0
santiago_dabove,Santiago Dabove,cited,Argentina,Latin America,Long 19th Century,1889.0,2,0
juan_filloy,Juan Filloy,cited,Argentina,Latin America,Long 19th Century,1894.0,1,0
salvador_dali,Salvador Dalí,cited,Spain,Western Europe,Long 19th Century,1904.0,1,0
enrique_banchs,Enrique Banchs,cited,Argentina,Latin America,Long 19th Century,1888.0,1,0
degas,Edgar Degas,cited,France,Western Europe,Revolutionary Era,1834.0,1,0
italo_calvino,Italo Calvino,cited,Cuba,Latin America,World Wars Era,1923.0,2,0
ernest_hemingway,Ernest Hemingway,cited,United States,North America,Long 19th Century,1899.0,1,0
charles_chaplin,Charles Chaplin,cited,United Kingdom,Western Europe,Long 19th Century,1889.0,1,0
marilyn_monroe,Marilyn Monroe,cited,United States,North America,World Wars Era,1926.0,1,0
stan_laurel,Stan Laurel,cited,United Kingdom,Western Europe,Long 19th Century,1890.0,1,0
oliver_hardy,Oliver Hardy,cited,United States,North America,Long 19th Century,1892.0,1,0
marlon_brando,Marlon Brando,cited,United States,North America,World Wars Era,1924.0,1,0
bertolt_brecht,Bertolt Brecht,cited,Germany,Western Europe,Long 19th Century,1898.0,1,0
francois_mitterrand,François Mitterrand,cited,France,Western Europe,World Wars Era,1916.0,2,0
valery_giscard,Valéry Giscard d'Estaing,cited,Germany,Western Europe,World Wars Era,1926.0,1,0
aquiles_fabregat,Aquiles Fabregat,cited,Uruguay,Latin America,World Wars Era,1938.0,1,0
luis_aguile,Luis Aguilé,cited,Argentina,Latin America,World Wars Era,1936.0,1,0
joan_manuel_serrat,Joan Manuel Serrat,cited,Spain,Western Europe,World Wars Era,1943.0,1,0
diego_angelino,Diego Angelino,cited,Argentina,Latin America,World Wars Era,1944.0,1,0
philippe_aries,Philippe Ariès,cited,France,Western Europe,World Wars Era,1914.0,2,0
edgar_morin,Edgar Morin,cited,France,Western Europe,World Wars Era,1921.0,1,0
hans_memling,Hans Memling,cited,Germany,Western Europe,Renaissance,1430.0,1,0
jan_van_eyck,Jan van Eyck,cited,Belgium,Western Europe,Medieval,1390.0,1,0
jan_potocki,Jan Potocki,cited,"Pikov, Ucrania",Other/Unknown,Early Modern,1761.0,1,0
karen_quinlan,Karen Ann Quinlan,cited,United States,North America,Contemporary,1954.0,1,0
mercedes_roffe,Mercedes Roffé,author,Argentina,Latin America,Contemporary,1954.0,0,18
euripides,Eurípides,cited,Greece,Southern Europe / Classical,Classical Antiquity,-480.0,1,0
